realm,rating,cls,spec,play,win,lose
thrall,192,priest,discipline,6,2,4
khazgoroth,192,priest,discipline,6,2,4
malganis,192,priest,discipline,6,2,4
garona,192,priest,discipline,6,2,4
malganis,192,priest,discipline,6,2,4
vashj,192,priest,discipline,6,2,4
aerie-peak,192,priest,discipline,6,2,4
aerie-peak,192,priest,discipline,6,2,4
stormscale,192,priest,discipline,6,2,4
spirestone,192,priest,discipline,6,2,4
frostwolf,192,priest,discipline,6,2,4
dragonmaw,192,priest,discipline,6,2,4
crushridge,192,priest,discipline,6,2,4
malganis,192,priest,discipline,6,2,4
moon-guard,192,priest,discipline,6,2,4
malganis,192,priest,discipline,6,2,4
hyjal,192,priest,discipline,6,2,4
aggramar,192,priest,discipline,6,2,4
barthilas,192,priest,discipline,6,2,4
silvermoon,192,priest,discipline,6,2,4
hakkar,192,priest,discipline,6,2,4
ragnaros,192,priest,discipline,6,2,4
frostmourne,192,priest,discipline,6,2,4
aggramar,192,priest,discipline,6,2,4
ragnaros,192,priest,discipline,6,2,4
area-52,192,priest,discipline,7,2,5
queldorei,192,priest,discipline,15,3,12
sargeras,192,priest,discipline,12,2,10
shuhalo,192,priest,discipline,12,2,10
proudmoore,192,priest,discipline,12,2,10
norgannon,192,priest,discipline,12,2,10
sargeras,192,priest,discipline,12,2,10
barthilas,192,priest,discipline,12,2,10
illidan,192,priest,discipline,12,2,10
kelthuzad,192,priest,discipline,12,2,10
proudmoore,191,priest,discipline,6,2,4
zuljin,185,priest,discipline,14,4,10
barthilas,175,priest,discipline,11,2,9
zuljin,175,priest,discipline,11,2,9
zuljin,159,priest,discipline,5,2,3
lightbringer,159,priest,discipline,5,2,3
dalaran,159,priest,discipline,5,2,3
bleeding-hollow,159,priest,discipline,8,3,5
tichondrius,144,priest,discipline,3,3,0
exodar,144,priest,discipline,9,2,7
ragnaros,144,priest,discipline,9,2,7
tichondrius,138,priest,discipline,8,3,5
lightbringer,138,priest,discipline,9,3,6
illidan,138,priest,discipline,11,3,8
azralon,96,priest,discipline,3,2,1
stormrage,96,priest,discipline,3,2,1
emerald-dream,96,priest,discipline,3,2,1
arthas,96,priest,discipline,6,1,5
wyrmrest-accord,96,priest,discipline,6,1,5
anvilmar,96,priest,discipline,6,1,5
tichondrius,96,priest,discipline,6,1,5
arthas,96,priest,discipline,6,1,5
malganis,96,priest,discipline,6,1,5
frostmourne,96,priest,discipline,6,1,5
kelthuzad,96,priest,discipline,6,1,5
moon-guard,96,priest,discipline,6,1,5
hellscream,96,priest,discipline,6,1,5
illidan,96,priest,discipline,6,1,5
tichondrius,96,priest,discipline,6,1,5
zuljin,96,priest,discipline,6,1,5
tichondrius,96,priest,discipline,6,1,5
illidan,96,priest,discipline,6,1,5
sargeras,96,priest,discipline,6,1,5
frostmourne,96,priest,discipline,6,1,5
azgalor,96,priest,discipline,6,1,5
sargeras,96,priest,discipline,6,1,5
illidan,96,priest,discipline,6,1,5
tichondrius,96,priest,discipline,6,1,5
stormrage,96,priest,discipline,6,1,5
aggramar,96,priest,discipline,6,1,5
blackrock,96,priest,discipline,6,1,5
sargeras,96,priest,discipline,6,1,5
sargeras,96,priest,discipline,6,1,5
moon-guard,96,priest,discipline,6,1,5
barthilas,96,priest,discipline,6,1,5
darkspear,96,priest,discipline,6,1,5
azralon,96,priest,discipline,6,1,5
stormrage,96,priest,discipline,6,1,5
lothar,96,priest,discipline,6,1,5
malganis,96,priest,discipline,6,1,5
tichondrius,96,priest,discipline,6,1,5
kalecgos,96,priest,discipline,6,1,5
alleria,96,priest,discipline,6,1,5
bleeding-hollow,96,priest,discipline,6,1,5
archimonde,96,priest,discipline,6,1,5
tichondrius,96,priest,discipline,6,1,5
stormrage,96,priest,discipline,6,1,5
stormrage,96,priest,discipline,6,1,5
stormrage,96,priest,discipline,6,1,5
malganis,96,priest,discipline,6,1,5
tichondrius,96,priest,discipline,6,1,5
frostmourne,96,priest,discipline,6,1,5
dalaran,96,priest,discipline,6,1,5
tichondrius,96,priest,discipline,6,1,5
proudmoore,96,priest,discipline,8,1,7
emerald-dream,96,priest,discipline,9,1,8
darkspear,96,priest,discipline,12,1,11
wyrmrest-accord,96,priest,discipline,12,1,11
quelthalas,96,priest,discipline,12,1,11
moon-guard,96,priest,discipline,12,1,11
zuljin,96,priest,discipline,18,1,17
hydraxis,96,priest,discipline,18,1,17
shuhalo,95,priest,discipline,6,1,5
illidan,84,priest,discipline,13,4,9
frostmourne,79,priest,discipline,5,1,4
chogall,63,priest,discipline,2,2,0
area-52,42,priest,discipline,16,3,13
frostmourne,31,priest,discipline,2,1,1
ragnaros,31,priest,discipline,2,1,1
stormrage,31,priest,discipline,2,1,1
moknathal,31,priest,discipline,2,1,1
elune,31,priest,discipline,2,1,1
tichondrius,2258,priest,shadow,78,50,28
stormrage,2252,priest,shadow,84,48,36
tichondrius,2149,priest,shadow,66,50,16
tichondrius,2107,priest,shadow,89,51,38
stormrage,2081,priest,shadow,60,36,24
frostmourne,2060,priest,shadow,103,56,47
tichondrius,2054,priest,shadow,77,39,38
kelthuzad,2037,priest,shadow,70,41,29
tichondrius,2013,priest,shadow,108,57,51
stormscale,1977,priest,shadow,60,35,25
illidan,1961,priest,shadow,84,45,39
frostmourne,1960,priest,shadow,117,62,55
stormrage,1956,priest,shadow,102,52,50
sargeras,1945,priest,shadow,56,34,22
frostmourne,1945,priest,shadow,48,28,20
barthilas,1934,priest,shadow,66,33,33
altar-of-storms,1894,priest,shadow,60,30,30
area-52,1885,priest,shadow,56,33,23
dalaran,1881,priest,shadow,57,33,24
guldan,1877,priest,shadow,111,64,47
tichondrius,1873,priest,shadow,42,25,17
tichondrius,1865,priest,shadow,53,28,25
frostmourne,1863,priest,shadow,46,33,13
kelthuzad,1856,priest,shadow,39,27,12
area-52,1854,priest,shadow,35,27,8
mannoroth,1851,priest,shadow,53,33,20
ragnaros,1850,priest,shadow,65,37,28
quelthalas,1845,priest,shadow,54,26,28
tichondrius,1844,priest,shadow,54,28,26
stormrage,1838,priest,shadow,42,32,10
malganis,1835,priest,shadow,60,31,29
korgath,1828,priest,shadow,57,29,28
thrall,1827,priest,shadow,31,22,9
ragnaros,1819,priest,shadow,43,25,18
tichondrius,1815,priest,shadow,24,19,5
emerald-dream,1814,priest,shadow,30,19,11
stormrage,1813,priest,shadow,48,26,22
tichondrius,1810,priest,shadow,42,27,15
stormrage,1810,priest,shadow,48,26,22
moon-guard,1809,priest,shadow,55,42,13
bloodscalp,1809,priest,shadow,56,36,20
sargeras,1805,priest,shadow,83,40,43
tichondrius,1803,priest,shadow,30,19,11
wyrmrest-accord,1803,priest,shadow,65,33,32
tichondrius,1795,priest,shadow,66,38,28
illidan,1794,priest,shadow,44,27,17
area-52,1794,priest,shadow,48,24,24
kelthuzad,1787,priest,shadow,48,29,19
illidan,1777,priest,shadow,54,27,27
tichondrius,1758,priest,shadow,36,20,16
kirin-tor,1745,priest,shadow,41,23,18
tichondrius,1744,priest,shadow,53,31,22
barthilas,1744,priest,shadow,47,25,22
area-52,1739,priest,shadow,41,24,17
proudmoore,1734,priest,shadow,30,19,11
demon-soul,1733,priest,shadow,78,43,35
lightnings-blade,1732,priest,shadow,48,26,22
blades-edge,1724,priest,shadow,39,23,16
moon-guard,1722,priest,shadow,74,48,26
illidan,1720,priest,shadow,90,51,39
illidan,1719,priest,shadow,79,45,34
tichondrius,1718,priest,shadow,48,24,24
ravencrest,1713,priest,shadow,57,31,26
stormrage,1701,priest,shadow,48,30,18
bleeding-hollow,1700,priest,shadow,144,75,69
tichondrius,1695,priest,shadow,45,28,17
thrall,1693,priest,shadow,64,34,30
tichondrius,1683,priest,shadow,54,28,26
tichondrius,1682,priest,shadow,36,20,16
emerald-dream,1674,priest,shadow,36,19,17
frostmourne,1672,priest,shadow,35,18,17
tichondrius,1662,priest,shadow,48,26,22
malganis,1661,priest,shadow,42,21,21
malganis,1652,priest,shadow,34,22,12
tichondrius,1651,priest,shadow,36,23,13
dreadmaul,1651,priest,shadow,60,34,26
ragnaros,1646,priest,shadow,49,29,20
thrall,1646,priest,shadow,62,31,31
moon-guard,1626,priest,shadow,55,31,24
moon-guard,1615,priest,shadow,30,17,13
moon-guard,1611,priest,shadow,36,17,19
thrall,1606,priest,shadow,36,17,19
azralon,1599,priest,shadow,48,30,18
crushridge,1592,priest,shadow,54,28,26
nemesis,1586,priest,shadow,30,19,11
sargeras,1582,priest,shadow,31,19,12
area-52,1578,priest,shadow,68,44,24
tichondrius,1571,priest,shadow,58,31,27
ragnaros,1566,priest,shadow,58,31,27
quelthalas,1555,priest,shadow,53,35,18
area-52,1549,priest,shadow,83,42,41
moon-guard,1547,priest,shadow,30,18,12
tichondrius,1544,priest,shadow,53,27,26
zuljin,1544,priest,shadow,41,18,23
kelthuzad,1542,priest,shadow,40,32,8
illidan,1541,priest,shadow,42,23,19
stormreaver,1533,priest,shadow,32,18,14
moon-guard,1532,priest,shadow,36,16,20
frostmourne,1531,priest,shadow,36,18,18
dalaran,1529,priest,shadow,24,16,8
moon-guard,1529,priest,shadow,48,31,17
stormrage,1525,priest,shadow,42,20,22
malfurion,1522,priest,shadow,36,28,8
darkspear,1518,priest,shadow,30,16,14
stormrage,1514,priest,shadow,60,37,23
illidan,1505,priest,shadow,50,29,21
frostmourne,1504,priest,shadow,53,31,22
tichondrius,1503,priest,shadow,57,32,25
blackrock,1502,priest,shadow,30,16,14
boulderfist,1501,priest,shadow,30,18,12
ragnaros,1488,priest,shadow,36,19,17
queldorei,1481,priest,shadow,29,16,13
skywall,1477,priest,shadow,36,18,18
tichondrius,1474,priest,shadow,74,42,32
azralon,1472,priest,shadow,72,37,35
sargeras,1459,priest,shadow,24,17,7
shattered-hand,1456,priest,shadow,30,17,13
tichondrius,1437,priest,shadow,30,15,15
frostmourne,1435,priest,shadow,39,22,17
kelthuzad,1433,priest,shadow,53,33,20
tichondrius,1433,priest,shadow,48,25,23
area-52,1428,priest,shadow,33,16,17
zuljin,1424,priest,shadow,30,20,10
tichondrius,1414,priest,shadow,35,17,18
ragnaros,1412,priest,shadow,30,19,11
zuljin,1404,priest,shadow,30,15,15
area-52,1390,priest,shadow,27,15,12
hydraxis,1388,priest,shadow,35,22,13
hyjal,1388,priest,shadow,24,15,9
moon-guard,1387,priest,shadow,60,27,33
tichondrius,1386,priest,shadow,48,23,25
tichondrius,1385,priest,shadow,36,15,21
tichondrius,1377,priest,shadow,24,20,4
area-52,1373,priest,shadow,110,51,59
barthilas,1369,priest,shadow,30,15,15
nazgrel,1365,priest,shadow,36,15,21
arthas,1353,priest,shadow,60,28,32
stormrage,1352,priest,shadow,24,16,8
malganis,1346,priest,shadow,25,17,8
sargeras,1346,priest,shadow,24,16,8
sargeras,1344,priest,shadow,24,14,10
dragonmaw,1342,priest,shadow,18,14,4
moon-guard,1340,priest,shadow,24,14,10
area-52,1339,priest,shadow,30,14,16
stormrage,1335,priest,shadow,24,14,10
azuremyst,1329,priest,shadow,30,14,16
stormrage,1328,priest,shadow,24,16,8
proudmoore,1317,priest,shadow,30,14,16
barthilas,1311,priest,shadow,35,21,14
thrall,1303,priest,shadow,30,14,16
moon-guard,1292,priest,shadow,29,14,15
sargeras,1270,priest,shadow,30,18,12
stormrage,1266,priest,shadow,44,28,16
twisting-nether,1265,priest,shadow,22,15,7
skullcrusher,1258,priest,shadow,27,16,11
wyrmrest-accord,1258,priest,shadow,65,34,31
ragnaros,1248,priest,shadow,18,13,5
zuljin,1247,priest,shadow,18,13,5
malganis,1246,priest,shadow,24,13,11
tichondrius,1245,priest,shadow,18,13,5
kiljaeden,1242,priest,shadow,28,14,14
proudmoore,1234,priest,shadow,24,13,11
thrall,1232,priest,shadow,42,25,17
mannoroth,1217,priest,shadow,22,14,8
illidan,1211,priest,shadow,30,15,15
barthilas,1202,priest,shadow,53,34,19
malganis,1183,priest,shadow,17,13,4
demon-soul,1164,priest,shadow,36,20,16
moon-guard,1161,priest,shadow,19,13,6
tichondrius,1151,priest,shadow,22,13,9
zuljin,1151,priest,shadow,24,12,12
ragnaros,1150,priest,shadow,18,12,6
stormrage,1150,priest,shadow,26,12,14
mannoroth,1149,priest,shadow,24,12,12
tichondrius,1148,priest,shadow,18,12,6
magtheridon,1148,priest,shadow,18,12,6
tichondrius,1147,priest,shadow,24,12,12
caelestrasz,1147,priest,shadow,24,12,12
frostmourne,1146,priest,shadow,45,27,18
akama,1143,priest,shadow,18,12,6
tichondrius,1141,priest,shadow,17,13,4
sargeras,1138,priest,shadow,18,12,6
tichondrius,1099,priest,shadow,27,13,14
ragnaros,1087,priest,shadow,20,12,8
drenden,1071,priest,shadow,17,12,5
area-52,1056,priest,shadow,18,11,7
tichondrius,1056,priest,shadow,21,12,9
the-forgotten-coast,1056,priest,shadow,21,12,9
kelthuzad,1055,priest,shadow,12,11,1
tichondrius,1055,priest,shadow,12,11,1
spinebreaker,1055,priest,shadow,18,11,7
proudmoore,1055,priest,shadow,18,11,7
tichondrius,1055,priest,shadow,18,11,7
zuljin,1055,priest,shadow,24,11,13
sargeras,1053,priest,shadow,18,11,7
malganis,1053,priest,shadow,30,11,19
ravenholdt,1051,priest,shadow,24,11,13
quelthalas,1050,priest,shadow,18,11,7
sargeras,1047,priest,shadow,18,11,7
frostmourne,1040,priest,shadow,16,12,4
korgath,1034,priest,shadow,24,11,13
archimonde,1009,priest,shadow,24,12,12
tichondrius,988,priest,shadow,22,11,11
stormrage,960,priest,shadow,12,10,2
emerald-dream,960,priest,shadow,12,10,2
tichondrius,960,priest,shadow,12,10,2
area-52,960,priest,shadow,12,10,2
velen,960,priest,shadow,18,10,8
sargeras,960,priest,shadow,24,10,14
drakkari,959,priest,shadow,12,10,2
kelthuzad,959,priest,shadow,12,10,2
tichondrius,959,priest,shadow,18,10,8
barthilas,959,priest,shadow,18,10,8
frostmourne,959,priest,shadow,24,10,14
zuljin,958,priest,shadow,12,10,2
malygos,958,priest,shadow,18,10,8
sargeras,958,priest,shadow,18,10,8
illidan,957,priest,shadow,18,10,8
draktharon,955,priest,shadow,18,10,8
area-52,948,priest,shadow,42,19,23
tichondrius,880,priest,shadow,13,10,3
illidan,864,priest,shadow,18,9,9
dalaran,864,priest,shadow,18,9,9
illidan,864,priest,shadow,24,9,15
illidan,863,priest,shadow,12,9,3
ravenholdt,863,priest,shadow,12,9,3
dalaran,863,priest,shadow,18,9,9
spinebreaker,863,priest,shadow,18,9,9
illidan,863,priest,shadow,18,9,9
thrall,863,priest,shadow,18,9,9
dunemaul,863,priest,shadow,18,9,9
tichondrius,862,priest,shadow,18,9,9
stormrage,861,priest,shadow,24,9,15
ragnaros,860,priest,shadow,18,9,9
emerald-dream,816,priest,shadow,21,10,11
tichondrius,799,priest,shadow,11,9,2
darkspear,798,priest,shadow,14,9,5
tichondrius,768,priest,shadow,12,8,4
malganis,768,priest,shadow,12,8,4
moon-guard,768,priest,shadow,12,8,4
tichondrius,768,priest,shadow,12,8,4
area-52,768,priest,shadow,12,8,4
blackhand,768,priest,shadow,12,8,4
area-52,768,priest,shadow,12,8,4
quelthalas,768,priest,shadow,18,8,10
area-52,768,priest,shadow,18,8,10
dawnbringer,768,priest,shadow,18,8,10
bonechewer,768,priest,shadow,18,8,10
malganis,768,priest,shadow,18,8,10
nesingwary,767,priest,shadow,12,8,4
stormrage,767,priest,shadow,12,8,4
stormrage,767,priest,shadow,12,8,4
frostmourne,767,priest,shadow,12,8,4
tichondrius,767,priest,shadow,18,8,10
azralon,767,priest,shadow,18,8,10
frostmourne,767,priest,shadow,18,8,10
shadow-council,766,priest,shadow,12,8,4
stormrage,766,priest,shadow,18,8,10
khazgoroth,766,priest,shadow,30,8,22
kelthuzad,763,priest,shadow,12,8,4
stormrage,762,priest,shadow,18,8,10
exodar,760,priest,shadow,12,8,4
the-scryers,755,priest,shadow,20,9,11
emerald-dream,751,priest,shadow,15,9,6
sargeras,751,priest,shadow,17,8,9
azuremyst,718,priest,shadow,17,8,9
stormrage,703,priest,shadow,18,9,9
emerald-dream,672,priest,shadow,12,7,5
destromath,672,priest,shadow,12,7,5
agamaggan,672,priest,shadow,12,7,5
bleeding-hollow,672,priest,shadow,12,7,5
moon-guard,672,priest,shadow,12,7,5
malganis,672,priest,shadow,12,7,5
zuljin,672,priest,shadow,12,7,5
area-52,672,priest,shadow,12,7,5
azjolnerub,672,priest,shadow,12,7,5
dark-iron,672,priest,shadow,12,7,5
the-forgotten-coast,672,priest,shadow,12,7,5
tichondrius,672,priest,shadow,12,7,5
tichondrius,672,priest,shadow,24,7,17
barthilas,671,priest,shadow,12,7,5
dalaran,671,priest,shadow,12,7,5
lightnings-blade,671,priest,shadow,12,7,5
barthilas,671,priest,shadow,12,7,5
tichondrius,671,priest,shadow,12,7,5
turalyon,671,priest,shadow,18,7,11
hyjal,671,priest,shadow,18,7,11
kelthuzad,670,priest,shadow,12,7,5
tichondrius,670,priest,shadow,18,7,11
area-52,623,priest,shadow,11,7,4
tichondrius,607,priest,shadow,11,7,4
zuljin,587,priest,shadow,19,7,12
drakkari,576,priest,shadow,6,6,0
sargeras,576,priest,shadow,6,6,0
illidan,576,priest,shadow,6,6,0
tichondrius,576,priest,shadow,6,6,0
khazgoroth,576,priest,shadow,6,6,0
tichondrius,576,priest,shadow,6,6,0
gorefiend,576,priest,shadow,6,6,0
moon-guard,576,priest,shadow,6,6,0
tichondrius,576,priest,shadow,9,7,2
blackrock,576,priest,shadow,8,6,2
turalyon,576,priest,shadow,12,6,6
aggramar,576,priest,shadow,12,6,6
frostmane,576,priest,shadow,12,6,6
emerald-dream,576,priest,shadow,12,6,6
tichondrius,576,priest,shadow,12,6,6
stormrage,576,priest,shadow,12,6,6
jaedenar,576,priest,shadow,12,6,6
malganis,576,priest,shadow,12,6,6
area-52,576,priest,shadow,12,6,6
quelthalas,576,priest,shadow,12,6,6
azralon,576,priest,shadow,12,6,6
wyrmrest-accord,576,priest,shadow,12,6,6
proudmoore,576,priest,shadow,12,6,6
saurfang,576,priest,shadow,12,6,6
sargeras,576,priest,shadow,12,6,6
bloodscalp,576,priest,shadow,15,7,8
tichondrius,576,priest,shadow,17,7,10
quelthalas,576,priest,shadow,18,6,12
thunderlord,576,priest,shadow,18,6,12
amanthul,576,priest,shadow,18,6,12
tichondrius,576,priest,shadow,18,6,12
blackrock,576,priest,shadow,24,6,18
frostmourne,575,priest,shadow,12,6,6
sargeras,575,priest,shadow,12,6,6
jubeithos,575,priest,shadow,12,6,6
durotan,575,priest,shadow,12,6,6
burning-legion,575,priest,shadow,12,6,6
azralon,575,priest,shadow,12,6,6
tichondrius,575,priest,shadow,18,6,12
hyjal,559,priest,shadow,11,6,5
sargeras,527,priest,shadow,11,6,5
sargeras,526,priest,shadow,15,6,9
alleria,512,priest,shadow,10,6,4
stormrage,512,priest,shadow,16,6,10
azralon,480,priest,shadow,6,5,1
tichondrius,480,priest,shadow,6,5,1
ragnaros,480,priest,shadow,6,5,1
tichondrius,480,priest,shadow,6,5,1
elune,480,priest,shadow,6,5,1
illidan,480,priest,shadow,6,5,1
zuljin,480,priest,shadow,6,5,1
executus,480,priest,shadow,6,5,1
chogall,480,priest,shadow,6,5,1
stormreaver,480,priest,shadow,12,5,7
drakkari,480,priest,shadow,12,5,7
lightbringer,480,priest,shadow,12,5,7
nemesis,480,priest,shadow,12,5,7
hydraxis,480,priest,shadow,12,5,7
tichondrius,480,priest,shadow,12,5,7
stormrage,480,priest,shadow,12,5,7
tichondrius,480,priest,shadow,12,5,7
azralon,480,priest,shadow,12,5,7
tichondrius,480,priest,shadow,12,5,7
daggerspine,480,priest,shadow,12,5,7
stormrage,480,priest,shadow,12,5,7
tichondrius,480,priest,shadow,16,6,10
tichondrius,480,priest,shadow,17,6,11
emerald-dream,480,priest,shadow,24,5,19
ragnaros,479,priest,shadow,12,5,7
nemesis,479,priest,shadow,12,5,7
sargeras,479,priest,shadow,12,5,7
aerie-peak,478,priest,shadow,12,5,7
malganis,447,priest,shadow,11,5,6
darkspear,447,priest,shadow,11,5,6
queldorei,446,priest,shadow,10,6,4
tichondrius,431,priest,shadow,9,6,3
malganis,400,priest,shadow,7,5,2
dalaran,400,priest,shadow,13,5,8
bleeding-hollow,399,priest,shadow,5,5,0
elune,384,priest,shadow,6,4,2
tichondrius,384,priest,shadow,6,4,2
frostmourne,384,priest,shadow,6,4,2
moon-guard,384,priest,shadow,6,4,2
frostmourne,384,priest,shadow,6,4,2
malganis,384,priest,shadow,6,4,2
arygos,384,priest,shadow,6,4,2
barthilas,384,priest,shadow,6,4,2
darkspear,384,priest,shadow,6,4,2
moon-guard,384,priest,shadow,6,4,2
tichondrius,384,priest,shadow,6,4,2
