realm,rating,cls,spec,play,win,lose
darksorrow,1866,demonhunter,havoc,114,58,56
ravencrest,1859,demonhunter,havoc,66,32,34
tyrande,1856,demonhunter,havoc,84,45,39
blackhand,1854,demonhunter,havoc,48,23,25
ravencrest,1843,demonhunter,havoc,47,24,23
gordunni,1842,demonhunter,havoc,69,37,32
twisting-nether,1842,demonhunter,havoc,54,27,27
soulflayer,1839,demonhunter,havoc,41,23,18
blackrock,1837,demonhunter,havoc,61,32,29
aggramar,1835,demonhunter,havoc,65,33,32
ravencrest,1831,demonhunter,havoc,80,39,41
galakrond,1831,demonhunter,havoc,69,32,37
rexxar,1830,demonhunter,havoc,58,31,27
outland,1828,demonhunter,havoc,54,32,22
stormreaver,1827,demonhunter,havoc,42,26,16
archimonde,1826,demonhunter,havoc,62,31,31
ysondre,1825,demonhunter,havoc,60,31,29
soulflayer,1825,demonhunter,havoc,48,21,27
onyxia,1820,demonhunter,havoc,60,32,28
tarren-mill,1817,demonhunter,havoc,52,29,23
ragnaros,1813,demonhunter,havoc,60,25,35
outland,1809,demonhunter,havoc,48,29,19
twisting-nether,1809,demonhunter,havoc,42,22,20
soulflayer,1809,demonhunter,havoc,97,47,50
blackrock,1809,demonhunter,havoc,48,23,25
ravencrest,1808,demonhunter,havoc,36,23,13
stormscale,1808,demonhunter,havoc,33,19,14
eredar,1805,demonhunter,havoc,48,22,26
ravencrest,1804,demonhunter,havoc,66,33,33
auchindoun,1804,demonhunter,havoc,54,27,27
outland,1803,demonhunter,havoc,84,44,40
blackmoore,1802,demonhunter,havoc,78,40,38
argent-dawn,1802,demonhunter,havoc,66,31,35
gordunni,1800,demonhunter,havoc,65,29,36
twisting-nether,1796,demonhunter,havoc,83,43,40
stormscale,1788,demonhunter,havoc,46,24,22
ravencrest,1787,demonhunter,havoc,72,41,31
die-aldor,1785,demonhunter,havoc,48,31,17
howling-fjord,1779,demonhunter,havoc,90,50,40
drakthul,1768,demonhunter,havoc,48,26,22
twisting-nether,1768,demonhunter,havoc,60,27,33
draenor,1764,demonhunter,havoc,66,29,37
silvermoon,1763,demonhunter,havoc,54,26,28
drakthul,1756,demonhunter,havoc,85,46,39
silvermoon,1750,demonhunter,havoc,83,49,34
tarren-mill,1749,demonhunter,havoc,96,49,47
outland,1747,demonhunter,havoc,54,27,27
hyjal,1742,demonhunter,havoc,54,26,28
twisting-nether,1741,demonhunter,havoc,115,60,55
kilrogg,1719,demonhunter,havoc,54,26,28
burning-legion,1715,demonhunter,havoc,42,25,17
frostmourne,1712,demonhunter,havoc,37,19,18
defias-brotherhood,1711,demonhunter,havoc,56,26,30
howling-fjord,1710,demonhunter,havoc,42,19,23
blackrock,1707,demonhunter,havoc,48,24,24
archimonde,1707,demonhunter,havoc,36,18,18
kazzak,1706,demonhunter,havoc,54,32,22
soulflayer,1705,demonhunter,havoc,24,18,6
twisting-nether,1705,demonhunter,havoc,46,22,24
frostmane,1705,demonhunter,havoc,54,25,29
blackmoore,1703,demonhunter,havoc,57,35,22
zuljin,1703,demonhunter,havoc,47,21,26
nemesis,1700,demonhunter,havoc,24,18,6
argent-dawn,1699,demonhunter,havoc,42,25,17
ragnaros,1699,demonhunter,havoc,42,22,20
blackrock,1698,demonhunter,havoc,42,21,21
stormscale,1696,demonhunter,havoc,53,36,17
twisting-nether,1692,demonhunter,havoc,48,27,21
outland,1688,demonhunter,havoc,45,21,24
blackscar,1687,demonhunter,havoc,54,33,21
gordunni,1675,demonhunter,havoc,36,23,13
howling-fjord,1673,demonhunter,havoc,76,43,33
outland,1671,demonhunter,havoc,83,40,43
soulflayer,1655,demonhunter,havoc,30,18,12
argent-dawn,1655,demonhunter,havoc,58,23,35
ravenholdt,1653,demonhunter,havoc,60,31,29
tarren-mill,1652,demonhunter,havoc,48,23,25
ravencrest,1651,demonhunter,havoc,78,44,34
guldan,1650,demonhunter,havoc,46,25,21
outland,1646,demonhunter,havoc,39,23,16
archimonde,1646,demonhunter,havoc,62,31,31
stormscale,1638,demonhunter,havoc,36,25,11
aegwynn,1638,demonhunter,havoc,53,21,32
blackhand,1635,demonhunter,havoc,46,22,24
kazzak,1635,demonhunter,havoc,51,23,28
ravencrest,1631,demonhunter,havoc,56,32,24
magtheridon,1630,demonhunter,havoc,42,22,20
eredar,1628,demonhunter,havoc,30,17,13
gordunni,1627,demonhunter,havoc,36,20,16
ravencrest,1626,demonhunter,havoc,36,19,17
ravencrest,1624,demonhunter,havoc,30,17,13
nemesis,1622,demonhunter,havoc,36,24,12
howling-fjord,1617,demonhunter,havoc,54,35,19
tarren-mill,1617,demonhunter,havoc,36,20,16
azjolnerub,1617,demonhunter,havoc,84,43,41
draenor,1610,demonhunter,havoc,54,29,25
hyjal,1609,demonhunter,havoc,101,54,47
archimonde,1608,demonhunter,havoc,48,22,26
ravencrest,1608,demonhunter,havoc,48,20,28
stormscale,1598,demonhunter,havoc,78,52,26
twisting-nether,1598,demonhunter,havoc,36,20,16
ravencrest,1597,demonhunter,havoc,72,35,37
gordunni,1593,demonhunter,havoc,72,28,44
frostmane,1584,demonhunter,havoc,35,25,10
tarren-mill,1584,demonhunter,havoc,54,28,26
stormscale,1582,demonhunter,havoc,42,26,16
gordunni,1582,demonhunter,havoc,56,33,23
blackscar,1572,demonhunter,havoc,38,23,15
kazzak,1572,demonhunter,havoc,36,21,15
outland,1572,demonhunter,havoc,40,18,22
gordunni,1568,demonhunter,havoc,36,18,18
archimonde,1566,demonhunter,havoc,89,45,44
silvermoon,1565,demonhunter,havoc,36,20,16
ravencrest,1560,demonhunter,havoc,66,33,33
twisting-nether,1557,demonhunter,havoc,117,71,46
blackrock,1553,demonhunter,havoc,48,18,30
exodar,1552,demonhunter,havoc,42,20,22
ravencrest,1551,demonhunter,havoc,54,30,24
archimonde,1546,demonhunter,havoc,30,17,13
outland,1543,demonhunter,havoc,71,45,26
nemesis,1541,demonhunter,havoc,63,34,29
teldrassil,1538,demonhunter,havoc,67,31,36
tarren-mill,1537,demonhunter,havoc,54,28,26
thrall,1537,demonhunter,havoc,54,18,36
kazzak,1533,demonhunter,havoc,30,16,14
argent-dawn,1531,demonhunter,havoc,36,16,20
soulflayer,1529,demonhunter,havoc,30,18,12
draenor,1527,demonhunter,havoc,105,59,46
blackmoore,1525,demonhunter,havoc,30,20,10
eredar,1522,demonhunter,havoc,36,22,14
soulflayer,1522,demonhunter,havoc,35,17,18
zuljin,1521,demonhunter,havoc,30,16,14
ysondre,1521,demonhunter,havoc,36,16,20
silvermoon,1518,demonhunter,havoc,42,21,21
blackrock,1517,demonhunter,havoc,46,33,13
antonidas,1513,demonhunter,havoc,36,16,20
ravencrest,1513,demonhunter,havoc,42,18,24
archimonde,1512,demonhunter,havoc,30,23,7
hellscream,1511,demonhunter,havoc,87,47,40
burning-legion,1511,demonhunter,havoc,36,18,18
kazzak,1511,demonhunter,havoc,45,17,28
outland,1509,demonhunter,havoc,69,44,25
draenor,1509,demonhunter,havoc,30,19,11
outland,1509,demonhunter,havoc,33,18,15
soulflayer,1509,demonhunter,havoc,48,24,24
silvermoon,1503,demonhunter,havoc,54,26,28
argent-dawn,1501,demonhunter,havoc,39,24,15
archimonde,1497,demonhunter,havoc,54,27,27
grim-batol,1496,demonhunter,havoc,90,54,36
burning-legion,1494,demonhunter,havoc,66,40,26
ysondre,1488,demonhunter,havoc,45,22,23
blackmoore,1486,demonhunter,havoc,66,36,30
eredar,1481,demonhunter,havoc,81,40,41
tarren-mill,1479,demonhunter,havoc,36,17,19
tarren-mill,1479,demonhunter,havoc,36,17,19
ravencrest,1478,demonhunter,havoc,41,24,17
argent-dawn,1477,demonhunter,havoc,66,30,36
twisting-nether,1472,demonhunter,havoc,42,17,25
gordunni,1462,demonhunter,havoc,60,28,32
kazzak,1462,demonhunter,havoc,42,18,24
sylvanas,1453,demonhunter,havoc,123,57,66
kazzak,1450,demonhunter,havoc,53,34,19
blackhand,1437,demonhunter,havoc,24,15,9
nemesis,1433,demonhunter,havoc,24,15,9
outland,1433,demonhunter,havoc,24,15,9
hyjal,1432,demonhunter,havoc,35,23,12
ravencrest,1432,demonhunter,havoc,78,36,42
drakthul,1431,demonhunter,havoc,24,15,9
dun-modr,1431,demonhunter,havoc,36,15,21
twisting-nether,1428,demonhunter,havoc,72,32,40
garona,1427,demonhunter,havoc,24,15,9
doomhammer,1427,demonhunter,havoc,60,26,34
ravencrest,1425,demonhunter,havoc,66,34,32
soulflayer,1423,demonhunter,havoc,36,16,20
gordunni,1422,demonhunter,havoc,44,26,18
ragnaros,1422,demonhunter,havoc,38,17,21
hyjal,1421,demonhunter,havoc,30,15,15
tarren-mill,1419,demonhunter,havoc,71,32,39
ravencrest,1418,demonhunter,havoc,38,15,23
ravencrest,1416,demonhunter,havoc,25,16,9
blackscar,1407,demonhunter,havoc,42,26,16
blackrock,1405,demonhunter,havoc,47,31,16
tarren-mill,1403,demonhunter,havoc,54,30,24
kazzak,1400,demonhunter,havoc,53,32,21
the-maelstrom,1396,demonhunter,havoc,36,20,16
ragnaros,1396,demonhunter,havoc,41,21,20
ravencrest,1395,demonhunter,havoc,63,38,25
kazzak,1395,demonhunter,havoc,65,28,37
soulflayer,1392,demonhunter,havoc,86,42,44
soulflayer,1387,demonhunter,havoc,36,15,21
drakthul,1386,demonhunter,havoc,39,16,23
blackrock,1385,demonhunter,havoc,36,18,18
tarren-mill,1382,demonhunter,havoc,35,16,19
dentarg,1376,demonhunter,havoc,60,33,27
tarren-mill,1373,demonhunter,havoc,33,15,18
kazzak,1371,demonhunter,havoc,42,19,23
silvermoon,1367,demonhunter,havoc,30,15,15
ravencrest,1366,demonhunter,havoc,49,24,25
archimonde,1366,demonhunter,havoc,45,22,23
draenor,1363,demonhunter,havoc,64,32,32
azuregos,1361,demonhunter,havoc,60,24,36
kazzak,1360,demonhunter,havoc,36,16,20
archimonde,1356,demonhunter,havoc,36,15,21
ragnaros,1355,demonhunter,havoc,48,23,25
borean-tundra,1343,demonhunter,havoc,35,15,20
ravencrest,1342,demonhunter,havoc,24,14,10
azjolnerub,1340,demonhunter,havoc,62,32,30
frostwolf,1339,demonhunter,havoc,30,14,16
dalaran,1338,demonhunter,havoc,30,14,16
blackhand,1338,demonhunter,havoc,33,15,18
stormscale,1337,demonhunter,havoc,24,14,10
kazzak,1336,demonhunter,havoc,36,17,19
kult-der-verdammten,1336,demonhunter,havoc,30,14,16
sanguino,1336,demonhunter,havoc,48,22,26
stormrage,1336,demonhunter,havoc,35,15,20
frostmane,1330,demonhunter,havoc,18,14,4
shendralar,1330,demonhunter,havoc,36,15,21
soulflayer,1324,demonhunter,havoc,70,27,43
deathwing,1317,demonhunter,havoc,42,18,24
ravencrest,1314,demonhunter,havoc,50,21,29
draenor,1310,demonhunter,havoc,26,15,11
stormscale,1307,demonhunter,havoc,85,44,41
twisting-nether,1305,demonhunter,havoc,29,14,15
antonidas,1303,demonhunter,havoc,35,15,20
soulflayer,1301,demonhunter,havoc,36,21,15
stormscale,1292,demonhunter,havoc,33,14,19
kazzak,1287,demonhunter,havoc,29,14,15
eredar,1282,demonhunter,havoc,54,25,29
mazrigos,1281,demonhunter,havoc,29,14,15
ravencrest,1279,demonhunter,havoc,139,69,70
archimonde,1275,demonhunter,havoc,36,21,15
chamber-of-aspects,1264,demonhunter,havoc,47,25,22
silvermoon,1248,demonhunter,havoc,41,16,25
stormscale,1247,demonhunter,havoc,24,13,11
blackscar,1246,demonhunter,havoc,24,13,11
ravencrest,1244,demonhunter,havoc,24,13,11
ravencrest,1243,demonhunter,havoc,36,13,23
ravencrest,1241,demonhunter,havoc,18,13,5
spinebreaker,1240,demonhunter,havoc,24,13,11
gordunni,1239,demonhunter,havoc,24,13,11
draenor,1239,demonhunter,havoc,66,35,31
dalaran,1239,demonhunter,havoc,30,13,17
outland,1234,demonhunter,havoc,24,13,11
silvermoon,1234,demonhunter,havoc,24,13,11
silvermoon,1234,demonhunter,havoc,42,19,23
zuljin,1231,demonhunter,havoc,18,13,5
blackhand,1231,demonhunter,havoc,60,33,27
silvermoon,1222,demonhunter,havoc,61,25,36
drakthul,1222,demonhunter,havoc,46,18,28
ysondre,1218,demonhunter,havoc,18,13,5
tarren-mill,1218,demonhunter,havoc,24,13,11
eredar,1215,demonhunter,havoc,18,13,5
draenor,1213,demonhunter,havoc,38,15,23
tarren-mill,1211,demonhunter,havoc,26,14,12
die-aldor,1209,demonhunter,havoc,63,28,35
chamber-of-aspects,1194,demonhunter,havoc,24,14,10
soulflayer,1193,demonhunter,havoc,30,14,16
twisting-nether,1187,demonhunter,havoc,51,24,27
grom,1180,demonhunter,havoc,23,13,10
ambossar,1171,demonhunter,havoc,64,31,33
blackmoore,1169,demonhunter,havoc,42,18,24
aggramar,1161,demonhunter,havoc,18,14,4
ravencrest,1152,demonhunter,havoc,24,12,12
ragnaros,1151,demonhunter,havoc,18,12,6
silvermoon,1151,demonhunter,havoc,18,12,6
stormreaver,1151,demonhunter,havoc,24,12,12
ravencrest,1151,demonhunter,havoc,24,12,12
howling-fjord,1151,demonhunter,havoc,24,12,12
twisting-nether,1151,demonhunter,havoc,24,12,12
kazzak,1151,demonhunter,havoc,24,12,12
tirion,1151,demonhunter,havoc,24,12,12
twisting-nether,1150,demonhunter,havoc,24,12,12
emeriss,1149,demonhunter,havoc,18,12,6
antonidas,1149,demonhunter,havoc,18,12,6
twisting-nether,1149,demonhunter,havoc,36,19,17
tarren-mill,1149,demonhunter,havoc,24,12,12
ravencrest,1148,demonhunter,havoc,18,12,6
burning-legion,1147,demonhunter,havoc,18,12,6
tarren-mill,1146,demonhunter,havoc,24,12,12
twisting-nether,1146,demonhunter,havoc,24,12,12
tarren-mill,1145,demonhunter,havoc,24,12,12
ragnaros,1145,demonhunter,havoc,36,12,24
nemesis,1144,demonhunter,havoc,24,12,12
blackmoore,1143,demonhunter,havoc,24,12,12
tarren-mill,1143,demonhunter,havoc,24,12,12
stormscale,1141,demonhunter,havoc,18,14,4
dun-modr,1140,demonhunter,havoc,24,12,12
twisting-nether,1140,demonhunter,havoc,24,12,12
stormscale,1139,demonhunter,havoc,30,12,18
archimonde,1136,demonhunter,havoc,24,12,12
thrall,1135,demonhunter,havoc,18,12,6
soulflayer,1133,demonhunter,havoc,29,16,13
argent-dawn,1130,demonhunter,havoc,24,12,12
soulflayer,1127,demonhunter,havoc,24,12,12
gordunni,1121,demonhunter,havoc,30,12,18
ragnaros,1117,demonhunter,havoc,24,12,12
uldum,1115,demonhunter,havoc,18,12,6
outland,1113,demonhunter,havoc,42,23,19
twilights-hammer,1109,demonhunter,havoc,28,14,14
soulflayer,1102,demonhunter,havoc,42,17,25
ragnaros,1090,demonhunter,havoc,23,12,11
ravencrest,1086,demonhunter,havoc,23,12,11
ravencrest,1085,demonhunter,havoc,17,12,5
eldrethalas,1084,demonhunter,havoc,84,37,47
kazzak,1076,demonhunter,havoc,49,20,29
skullcrusher,1067,demonhunter,havoc,21,12,9
silvermoon,1066,demonhunter,havoc,33,13,20
hyjal,1064,demonhunter,havoc,36,16,20
stormscale,1063,demonhunter,havoc,24,13,11
argent-dawn,1056,demonhunter,havoc,23,15,8
kazzak,1056,demonhunter,havoc,18,11,7
zuljin,1056,demonhunter,havoc,18,11,7
twisting-nether,1056,demonhunter,havoc,30,11,19
draenor,1055,demonhunter,havoc,18,11,7
eredar,1055,demonhunter,havoc,18,11,7
sylvanas,1055,demonhunter,havoc,18,11,7
tarren-mill,1055,demonhunter,havoc,24,11,13
ravencrest,1054,demonhunter,havoc,18,11,7
sylvanas,1054,demonhunter,havoc,30,11,19
uldum,1051,demonhunter,havoc,24,11,13
kazzak,1050,demonhunter,havoc,30,11,19
twisting-nether,1041,demonhunter,havoc,24,13,11
ravencrest,1041,demonhunter,havoc,42,21,21
chants-éternels,1035,demonhunter,havoc,49,25,24
gordunni,1035,demonhunter,havoc,24,12,12
tarren-mill,1030,demonhunter,havoc,30,16,14
eversong,1021,demonhunter,havoc,47,22,25
outland,1016,demonhunter,havoc,54,29,25
gordunni,997,demonhunter,havoc,32,12,20
silvermoon,993,demonhunter,havoc,36,16,20
deepholm,984,demonhunter,havoc,45,21,24
amanthul,975,demonhunter,havoc,36,21,15
alexstrasza,975,demonhunter,havoc,42,19,23
silvermoon,973,demonhunter,havoc,69,36,33
galakrond,972,demonhunter,havoc,55,28,27
twisting-nether,963,demonhunter,havoc,62,34,28
soulflayer,960,demonhunter,havoc,18,10,8
outland,960,demonhunter,havoc,18,10,8
howling-fjord,960,demonhunter,havoc,18,10,8
ysondre,960,demonhunter,havoc,24,10,14
burning-legion,960,demonhunter,havoc,24,10,14
twisting-nether,960,demonhunter,havoc,24,10,14
blackrock,960,demonhunter,havoc,24,10,14
archimonde,959,demonhunter,havoc,18,10,8
gordunni,959,demonhunter,havoc,18,10,8
twisting-nether,959,demonhunter,havoc,18,10,8
sanguino,959,demonhunter,havoc,18,10,8
ravencrest,959,demonhunter,havoc,18,10,8
gordunni,958,demonhunter,havoc,12,10,2
deathguard,958,demonhunter,havoc,18,10,8
frostmane,958,demonhunter,havoc,22,10,12
tarren-mill,958,demonhunter,havoc,24,10,14
outland,957,demonhunter,havoc,18,10,8
ravencrest,953,demonhunter,havoc,18,10,8
argent-dawn,953,demonhunter,havoc,18,10,8
archimonde,953,demonhunter,havoc,96,43,53
silvermoon,952,demonhunter,havoc,18,10,8
blackrock,951,demonhunter,havoc,24,10,14
quelthalas,940,demonhunter,havoc,24,14,10
alakir,937,demonhunter,havoc,24,10,14
blackmoore,909,demonhunter,havoc,18,10,8
kazzak,906,demonhunter,havoc,23,10,13
dentarg,901,demonhunter,havoc,48,24,24
blackrock,894,demonhunter,havoc,22,10,12
ragnaros,891,demonhunter,havoc,20,11,9
exodar,890,demonhunter,havoc,20,10,10
outland,864,demonhunter,havoc,12,9,3
kazzak,864,demonhunter,havoc,12,9,3
kazzak,864,demonhunter,havoc,12,9,3
ravencrest,864,demonhunter,havoc,18,9,9
blackmoore,864,demonhunter,havoc,18,9,9
blackmoore,864,demonhunter,havoc,18,9,9
ravencrest,864,demonhunter,havoc,18,9,9
garona,864,demonhunter,havoc,18,9,9
archimonde,864,demonhunter,havoc,18,9,9
howling-fjord,864,demonhunter,havoc,18,9,9
aegwynn,864,demonhunter,havoc,18,9,9
ravencrest,864,demonhunter,havoc,18,9,9
outland,864,demonhunter,havoc,18,9,9
pozzo-delleternità,864,demonhunter,havoc,18,9,9
tarren-mill,864,demonhunter,havoc,18,9,9
gordunni,864,demonhunter,havoc,24,9,15
archimonde,864,demonhunter,havoc,24,9,15
blackmoore,863,demonhunter,havoc,12,9,3
tarren-mill,863,demonhunter,havoc,18,9,9
dalaran,863,demonhunter,havoc,18,9,9
draenor,862,demonhunter,havoc,12,9,3
doomhammer,862,demonhunter,havoc,18,9,9
argent-dawn,862,demonhunter,havoc,18,9,9
silvermoon,862,demonhunter,havoc,18,9,9
sylvanas,859,demonhunter,havoc,18,9,9
twisting-nether,856,demonhunter,havoc,18,9,9
madmortem,855,demonhunter,havoc,12,9,3
ragnaros,855,demonhunter,havoc,18,9,9
doomhammer,845,demonhunter,havoc,24,9,15
howling-fjord,842,demonhunter,havoc,18,9,9
tarren-mill,830,demonhunter,havoc,14,10,4
eversong,819,demonhunter,havoc,41,19,22
drakthul,816,demonhunter,havoc,15,9,6
gordunni,816,demonhunter,havoc,23,9,14
mazrigos,789,demonhunter,havoc,18,9,9
aegwynn,787,demonhunter,havoc,17,9,8
nemesis,768,demonhunter,havoc,12,8,4
sargeras,768,demonhunter,havoc,12,8,4
ysondre,768,demonhunter,havoc,12,8,4
twisting-nether,768,demonhunter,havoc,12,8,4
scarshield-legion,768,demonhunter,havoc,12,8,4
pozzo-delleternità,768,demonhunter,havoc,18,8,10
twisting-nether,768,demonhunter,havoc,24,8,16
gordunni,768,demonhunter,havoc,30,8,22
tarren-mill,767,demonhunter,havoc,12,8,4
draenor,767,demonhunter,havoc,12,8,4
stormscale,767,demonhunter,havoc,12,8,4
gordunni,767,demonhunter,havoc,18,8,10
ravencrest,766,demonhunter,havoc,18,8,10
stormscale,766,demonhunter,havoc,22,9,13
eredar,765,demonhunter,havoc,18,8,10
hellfire,763,demonhunter,havoc,18,8,10
kilrogg,762,demonhunter,havoc,12,8,4
aggra-português,762,demonhunter,havoc,18,8,10
ysondre,762,demonhunter,havoc,18,8,10
uldum,759,demonhunter,havoc,18,8,10
arthas,749,demonhunter,havoc,12,8,4
twisting-nether,736,demonhunter,havoc,16,8,8
dun-modr,735,demonhunter,havoc,14,9,5
ragnaros,719,demonhunter,havoc,11,8,3
blackmoore,719,demonhunter,havoc,11,8,3
kiljaeden,711,demonhunter,havoc,17,8,9
kazzak,703,demonhunter,havoc,20,8,12
grom,693,demonhunter,havoc,17,8,9
burning-blade,672,demonhunter,havoc,12,7,5
arygos,672,demonhunter,havoc,12,7,5
eredar,672,demonhunter,havoc,12,7,5
draenor,672,demonhunter,havoc,12,7,5
stormscale,672,demonhunter,havoc,12,7,5
deathguard,672,demonhunter,havoc,12,7,5
blackrock,672,demonhunter,havoc,12,7,5
bronze-dragonflight,672,demonhunter,havoc,12,7,5
blackmoore,672,demonhunter,havoc,12,7,5
howling-fjord,672,demonhunter,havoc,12,7,5
blackmoore,672,demonhunter,havoc,12,7,5
kazzak,672,demonhunter,havoc,12,7,5
nemesis,672,demonhunter,havoc,12,7,5
stormscale,672,demonhunter,havoc,12,7,5
kazzak,672,demonhunter,havoc,18,7,11
sargeras,672,demonhunter,havoc,18,7,11
archimonde,672,demonhunter,havoc,18,7,11
malganis,672,demonhunter,havoc,18,7,11
emeriss,672,demonhunter,havoc,18,7,11
goldrinn,672,demonhunter,havoc,18,7,11
magtheridon,672,demonhunter,havoc,18,7,11
sanguino,672,demonhunter,havoc,24,7,17
silvermoon,671,demonhunter,havoc,12,7,5
drakthul,671,demonhunter,havoc,12,7,5
ravencrest,671,demonhunter,havoc,12,7,5
burning-legion,671,demonhunter,havoc,12,7,5
malganis,671,demonhunter,havoc,18,7,11
hyjal,671,demonhunter,havoc,18,7,11
draenor,671,demonhunter,havoc,24,7,17
eversong,670,demonhunter,havoc,12,7,5
lich-king,670,demonhunter,havoc,12,7,5
twisting-nether,669,demonhunter,havoc,21,8,13
draenor,667,demonhunter,havoc,18,7,11
grim-batol,639,demonhunter,havoc,11,7,4
drakthul,639,demonhunter,havoc,23,7,16
burning-blade,629,demonhunter,havoc,14,8,6
gordunni,623,demonhunter,havoc,17,7,10
terokkar,618,demonhunter,havoc,28,8,20
hyjal,607,demonhunter,havoc,13,8,5
daggerspine,606,demonhunter,havoc,11,7,4
blackmoore,602,demonhunter,havoc,14,7,7
turalyon,588,demonhunter,havoc,21,8,13
twisting-nether,576,demonhunter,havoc,6,6,0
ghostlands,576,demonhunter,havoc,6,6,0
ravencrest,576,demonhunter,havoc,6,6,0
dun-modr,576,demonhunter,havoc,9,7,2
ravencrest,576,demonhunter,havoc,12,6,6
dalaran,576,demonhunter,havoc,12,6,6
